Country,Region,Wine,Classification,Style,Grapes
France,Provence,Les Baux-de-Provence,AOC,Red,Grenache; Syrah; Mourvèdre
France,Provence,Palette,AOC,Red,Mourvèdre; Grenache
France,Provence,Pierrevert,AOC,Rosé,Grenache; Syrah
France,Rhône (Northern),Château-Grillet,AOC,White,Viognier
France,Rhône (Northern),Châtillon-en-Diois,AOC,Red,Gamay
France,Rhône (Northern),Clairette de Die,AOC,Sparkling,Muscat Blanc; Clairette
France,Rhône (Northern),Condrieu,AOC,White,Viognier
France,Rhône (Northern),Cornas,AOC,Red,Syrah
France,Rhône (Northern),Côte-Rôtie,AOC,Red,Syrah; Viognier
France,Rhône (Northern),Crémant de Die,AOC,Sparkling,Clairette
France,Rhône (Northern),Crozes-Hermitage,AOC,Red,Syrah
France,Rhône (Northern),Hermitage,AOC,Red,Syrah
France,Rhône (Northern),Hermitage Blanc,AOC,White,Marsanne; Roussanne
France,Rhône (Northern),Saint-Joseph,AOC,Red,Syrah
France,Rhône (Northern),Saint-Péray,AOC,White,Marsanne; Roussanne
France,Rhône (Northern),Vin de Paille de l'Hermitage,AOC,Sweet White,Marsanne; Roussanne
France,Rhône (Southern),Beaumes-de-Venise,AOC,Red,Grenache; Syrah
France,Rhône (Southern),Cairanne,AOC,Red,Grenache; Syrah
France,Rhône (Southern),Châteauneuf-du-Pape,AOC,Red,Grenache; Syrah; Mourvèdre
France,Rhône (Southern),Châteauneuf-du-Pape Blanc,AOC,White,Grenache Blanc; Roussanne
France,Rhône (Southern),Chusclan,AOC Villages,Rosé,Grenache; Syrah
France,Rhône (Southern),Clairette de Bellegarde,AOC,White,Clairette
France,Rhône (Southern),Costières de Nîmes,AOC,Red,Grenache; Syrah
France,Rhône (Southern),Côtes du Rhône,AOC,Red,Grenache; Syrah; Carignan
France,Rhône (Southern),Côtes du Rhône Villages,AOC,Red,Grenache; Syrah; Mourvèdre
France,Rhône (Southern),Duché d'Uzès,AOC,Red,Syrah; Grenache
France,Rhône (Southern),Gadagne,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Gigondas,AOC,Red,Grenache; Syrah; Mourvèdre
France,Rhône (Southern),Grignan-les-Adhémar,AOC,Red,Grenache; Syrah
France,Rhône (Southern),Lirac,AOC,Red,Grenache; Syrah; Mourvèdre
France,Rhône (Southern),Luberon,AOC,Rosé,Grenache; Syrah
France,Rhône (Southern),Massif d'Uchaux,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Muscat de Beaumes-de-Venise,AOC,Fortified,Muscat Blanc à Petits Grains
France,Rhône (Southern),Nyons,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Plan de Dieu,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Puyméras,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Rasteau,AOC,Red,Grenache
France,Rhône (Southern),Rasteau Vin Doux Naturel,AOC,Fortified,Grenache
France,Rhône (Southern),Roaix,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Rochegude,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Rousset-les-Vignes,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Sablet,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Saint-Andéol,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Saint-Gervais,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Saint-Maurice,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Saint-Pantaléon-les-Vignes,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Sainte-Cécile,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Séguret,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Signargues,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Suze-la-Rousse,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Tavel,AOC,Rosé,Grenache; Cinsault
France,Rhône (Southern),Vacqueyras,AOC,Red,Grenache; Syrah
France,Rhône (Southern),Vaison-la-Romaine,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Valréas,AOC Villages,Red,Grenache; Syrah
France,Rhône (Southern),Ventoux,AOC,Red,Grenache; Syrah
France,Rhône (Southern),Vinsobres,AOC,Red,Grenache; Syrah
France,Rhône (Southern),Visan,AOC Villages,Red,Grenache; Syrah
France,Roussillon,Banyuls,AOC,Fortified,Grenache
France,Roussillon,Banyuls Grand Cru,AOC Grand Cru,Fortified,Grenache
France,Roussillon,Collioure,AOC,Red,Grenache; Mourvèdre; Syrah
France,Roussillon,Côtes du Roussillon,AOC,Red,Grenache; Syrah; Carignan
France,Roussillon,Côtes du Roussillon Villages,AOC,Red,Grenache; Carignan; Syrah
France,Roussillon,Maury,AOC,Fortified,Grenache
France,Roussillon,Muscat de Rivesaltes,AOC,Fortified,Muscat of Alexandria; Muscat Blanc
France,Roussillon,Rivesaltes,AOC,Fortified,Grenache; Macabeu
France,Savoie & Bugey,Abymes,Cru,White,Jacquère
France,Savoie & Bugey,Apremont,Cru,White,Jacquère
France,Savoie & Bugey,Arbin,Cru,Red,Mondeuse Noire
France,Savoie & Bugey,Ayze,Cru,Sparkling,Gringet
France,Savoie & Bugey,Bugey,AOC,White,Chardonnay; Altesse
France,Savoie & Bugey,Bugey-Cerdon,AOC,Sparkling Rosé,Gamay; Poulsard
France,Savoie & Bugey,Chautagne,Cru,Red,Gamay; Mondeuse Noire
France,Savoie & Bugey,Chignin,Cru,White,Jacquère
France,Savoie & Bugey,Chignin-Bergeron,AOC,White,Roussanne
France,Savoie & Bugey,Crépy,AOC,White,Chasselas
France,Savoie & Bugey,Cruet,Cru,White,Jacquère
France,Savoie & Bugey,Jongieux,Cru,White,Jacquère; Altesse
France,Savoie & Bugey,Marignan,Cru,White,Chasselas
France,Savoie & Bugey,Marin,Cru,White,Chasselas
France,Savoie & Bugey,Mondeuse de Savoie,AOC,Red,Mondeuse Noire
France,Savoie & Bugey,Montmélian,Cru,White,Jacquère
France,Savoie & Bugey,Ripaille,Cru,White,Chasselas
France,Savoie & Bugey,Roussette de Savoie,AOC,White,Altesse
France,Savoie & Bugey,Saint-Jean-de-la-Porte,Cru,Red,Mondeuse Noire
France,Savoie & Bugey,Saint-Jeoire-Prieuré,Cru,White,Jacquère
France,Savoie & Bugey,Seyssel,AOC,White,Altesse; Molette
France,Savoie & Bugey,Vin de Savoie,AOC,White,Jacquère; Altesse
France,Southwest France,Béarn,AOC,Red,Tannat; Cabernet Franc
France,Southwest France,Bergerac,AOC,Red,Merlot; Cabernet Sauvignon
France,Southwest France,Brulhois,AOC,Red,Tannat; Merlot
France,Southwest France,Buzet,AOC,Red,Merlot; Cabernet Sauvignon
France,Southwest France,Cahors,AOC,Red,Malbec
France,Southwest France,Côtes de Bergerac,AOC,Red,Merlot; Cabernet Franc
France,Southwest France,Côtes de Duras,AOC,White,Sauvignon Blanc
France,Southwest France,Côtes de Montravel,AOC,Sweet White,Sémillon
France,Southwest France,Côtes du Marmandais,AOC,Red,Merlot; Abouriou
France,Southwest France,Entraygues-Le Fel,AOC,White,Chenin Blanc
France,Southwest France,Estaing,AOC,Red,Fer Servadou; Gamay
France,Southwest France,Floc de Gascogne,AOC,Fortified,Colombard; Ugni Blanc
France,Southwest France,Fronton,AOC,Red,Négrette
France,Southwest France,Gaillac,AOC,Red,Duras; Braucol; Syrah
France,Southwest France,Haut-Montravel,AOC,Sweet White,Sémillon; Muscadelle
France,Southwest France,Irouléguy,AOC,Red,Tannat; Cabernet Franc
France,Southwest France,Jurançon,AOC,Sweet White,Petit Manseng; Gros Manseng
France,Southwest France,Jurançon Sec,AOC,White,Gros Manseng
France,Southwest France,Madiran,AOC,Red,Tannat
France,Southwest France,Marcillac,AOC,Red,Fer Servadou
France,Southwest France,Monbazillac,AOC,Sweet White,Sémillon; Sauvignon Blanc; Muscadelle
France,Southwest France,Montravel,AOC,White,Sémillon; Sauvignon Blanc
France,Southwest France,Pacherenc du Vic-Bilh,AOC,Sweet White,Petit Manseng; Gros Manseng
France,Southwest France,Pécharmant,AOC,Red,Merlot; Cabernet Sauvignon
France,Southwest France,Pineau des Charentes,AOC,Fortified,Ugni Blanc; Colombard
France,Southwest France,Rosette,AOC,Sweet White,Sémillon; Sauvignon Blanc
France,Southwest France,Saint-Mont,AOC,Red,Tannat; Fer Servadou
France,Southwest France,Saussignac,AOC,Sweet White,Sémillon; Sauvignon Blanc
France,Southwest France,Tursan,AOC,White,Baroque
Georgia,Adjara,Adjara,Regional,Red,Chkhaveri
Georgia,Guria,Guria,Regional,White,Chkhaveri
Georgia,Imereti,Dimi,PDO,White,Tsolikouri
Georgia,Imereti,Sviri,PDO,White,Tsitska; Tsolikouri; Krakhuna
Georgia,Kakheti,Akhasheni,PDO,Sweet Red,Saperavi
Georgia,Kakheti,Gurjaani,PDO,White,Rkatsiteli; Mtsvane
Georgia,Kakheti,Kakheti Qvevri Amber,Traditional method,Orange,Rkatsiteli; Kisi
Georgia,Kakheti,Kardanakhi,PDO,White,Rkatsiteli
Georgia,Kakheti,Kardenakhi,PDO,Fortified,Rkatsiteli
Georgia,Kakheti,Kindzmarauli,PDO,Sweet Red,Saperavi
Georgia,Kakheti,Kotekhi,PDO,Red,Saperavi
Georgia,Kakheti,Kvareli,PDO,Red,Saperavi
Georgia,Kakheti,Manavi,PDO,White,Mtsvane Kakhuri
Georgia,Kakheti,Mukuzani,PDO,Red,Saperavi
Georgia,Kakheti,Napareuli,PDO,Red,Saperavi
Georgia,Kakheti,Teliani,PDO,Red,Cabernet Sauvignon
Georgia,Kakheti,Tibaani,PDO,White,Rkatsiteli
Georgia,Kakheti,Tsinandali,PDO,White,Rkatsiteli; Mtsvane
Georgia,Kakheti,Vazisubani,PDO,White,Rkatsiteli; Mtsvane
Georgia,Kartli,Ateni,PDO,White,Chinuri; Goruli Mtsvane
Georgia,Kartli,Bolnisi,PDO,Red,Saperavi; Tavkveri
Georgia,Kartli,Kartli Sparkling,Regional style,Sparkling,Chinuri; Goruli Mtsvane
Georgia,Racha-Lechkhumi,Khvanchkara,PDO,Sweet Red,Aleksandrouli; Mujuretuli
Georgia,Racha-Lechkhumi,Tvishi,PDO,Sweet White,Tsolikouri
Georgia,Samegrelo,Samegrelo,Regional,Red,Ojaleshi
Germany,Ahr,Ahr,Anbaugebiet,Red,Spätburgunder; Frühburgunder
Germany,Baden,Baden,Anbaugebiet,Red,Spätburgunder; Grauburgunder
Germany,Baden,Badische Bergstraße,Bereich,White,Riesling
Germany,Baden,Bodensee,Bereich,White,Müller-Thurgau
Germany,Baden,Breisgau,Bereich,Red,Spätburgunder
Germany,Baden,Kaiserstuhl,Bereich,Red,Spätburgunder
Germany,Baden,Markgräflerland,Bereich,White,Gutedel
Germany,Baden,Ortenau,Bereich,White,Klingelberger
Germany,Baden,Tuniberg,Bereich,White,Grauburgunder
Germany,Franken,Escherndorfer Lump,Einzellage,White,Silvaner
Germany,Franken,Franken,Anbaugebiet,White,Silvaner; Müller-Thurgau
Germany,Franken,Maindreieck,Bereich,White,Silvaner
Germany,Franken,Mainviereck,Bereich,Red,Spätburgunder
Germany,Franken,Steigerwald,Bereich,White,Silvaner
Germany,Franken,Würzburger Stein,Einzellage,White,Silvaner; Riesling
Germany,Hessische Bergstraße,Hessische Bergstraße,Anbaugebiet,White,Riesling
Germany,Mittelrhein,Mittelrhein,Anbaugebiet,White,Riesling
Germany,Mosel,Ayler Kupp,Einzellage,White,Riesling
Germany,Mosel,Bernkastel,Bereich,White,Riesling
Germany,Mosel,Bernkasteler Doctor,Einzellage,White,Riesling
Germany,Mosel,Brauneberger Juffer-Sonnenuhr,Einzellage,White,Riesling
Germany,Mosel,Erdener Prälat,Einzellage,White,Riesling
Germany,Mosel,Graacher Himmelreich,Einzellage,White,Riesling
Germany,Mosel,Maximin Grünhäuser Abtsberg,Einzellage,White,Riesling
Germany,Mosel,Mosel,Anbaugebiet,White,Riesling; Müller-Thurgau; Elbling
Germany,Mosel,Moseltor,Bereich,White,Elbling
Germany,Mosel,Obermosel,Bereich,White,Elbling
Germany,Mosel,Ockfener Bockstein,Einzellage,White,Riesling
Germany,Mosel,Piesporter Goldtröpfchen,Einzellage,White,Riesling
Germany,Mosel,Ruwer,Bereich,White,Riesling
Germany,Mosel,Saar,Bereich,White,Riesling
Germany,Mosel,Scharzhofberger,Einzellage,White,Riesling
Germany,Mosel,Trittenheimer Apotheke,Einzellage,White,Riesling
Germany,Mosel,Ürziger Würzgarten,Einzellage,White,Riesling
Germany,Mosel,Wehlener Sonnenuhr,Einzellage,White,Riesling
Germany,Mosel,Zeltinger Sonnenuhr,Einzellage,White,Riesling
Germany,Nahe,Dorsheimer Goldloch,Einzellage,White,Riesling
Germany,Nahe,Nahe,Anbaugebiet,White,Riesling
Germany,Nahe,Nahetal,Bereich,White,Riesling
Germany,Nahe,Niederhäuser Hermannshöhle,Einzellage,White,Riesling
Germany,Nahe,Schlossböckelheimer Kupfergrube,Einzellage,White,Riesling
Germany,National,Auslese,Prädikat,Sweet White,Riesling
Germany,National,Beerenauslese,Prädikat,Sweet White,Riesling
Germany,National,Deutscher Sekt b.A.,Quality sparkling,Sparkling,Riesling; Weissburgunder
Germany,National,Eiswein,Prädikat,Sweet White,Riesling
Germany,National,Federweisser,Seasonal,White,Various
Germany,National,Grosses Gewächs (VDP.GG),VDP classification,White,Riesling
Germany,National,Kabinett,Prädikat,White,Riesling
Germany,National,Sekt,Quality sparkling,Sparkling,Riesling; Weissburgunder; Spätburgunder
Germany,National,Spätlese,Prädikat,White,Riesling
Germany,National,Trockenbeerenauslese,Prädikat,Sweet White,Riesling
Germany,National,VDP.Erste Lage,VDP classification,White,Riesling
Germany,National,Winzersekt,Quality sparkling,Sparkling,Riesling
Germany,Pfalz,Deidesheimer Hohenmorgen,Einzellage,White,Riesling
Germany,Pfalz,Forster Jesuitengarten,Einzellage,White,Riesling
Germany,Pfalz,Forster Kirchenstück,Einzellage,White,Riesling
Germany,Pfalz,Mittelhaardt-Deutsche Weinstraße,Bereich,White,Riesling
Germany,Pfalz,Pfalz,Anbaugebiet,White,Riesling; Spätburgunder
Germany,Pfalz,Südliche Weinstraße,Bereich,White,Riesling; Weissburgunder
Germany,Pfalz,Ungsteiner Herrenberg,Einzellage,White,Riesling
Germany,Rheingau,Assmannshäuser Höllenberg,Einzellage,Red,Spätburgunder
Germany,Rheingau,Erbacher Marcobrunn,Einzellage,White,Riesling
Germany,Rheingau,Hochheimer Domdechaney,Einzellage,White,Riesling
Germany,Rheingau,Johannisberg,Bereich,White,Riesling
Germany,Rheingau,Kiedricher Gräfenberg,Einzellage,White,Riesling
Germany,Rheingau,Rheingau,Anbaugebiet,White,Riesling; Spätburgunder
Germany,Rheingau,Rüdesheimer Berg Schlossberg,Einzellage,White,Riesling
Germany,Rheingau,Schloss Johannisberg,Einzellage,White,Riesling
Germany,Rheingau,Steinberg,Einzellage,White,Riesling
Germany,Rheinhessen,Bingen,Bereich,White,Riesling
Germany,Rheinhessen,Liebfraumilch,Region-wide style,Sweet White,Müller-Thurgau; Riesling
Germany,Rheinhessen,Nierstein,Bereich,White,Riesling; Silvaner
Germany,Rheinhessen,Niersteiner Pettenthal,Einzellage,White,Riesling
Germany,Rheinhessen,Rheinhessen,Anbaugebiet,White,Riesling; Silvaner; Müller-Thurgau
Germany,Rheinhessen,Roter Hang (Nierstein),Bereich,White,Riesling
Germany,Rheinhessen,Wonnegau,Bereich,White,Riesling
Germany,Saale-Unstrut,Saale-Unstrut,Anbaugebiet,White,Müller-Thurgau; Weissburgunder
Germany,Sachsen,Sachsen,Anbaugebiet,White,Müller-Thurgau; Riesling
Germany,Württemberg,Remstal-Stuttgart,Bereich,Red,Trollinger
Germany,Württemberg,Württemberg,Anbaugebiet,Red,Trollinger; Lemberger; Schwarzriesling
Germany,Württemberg,Württembergisch Unterland,Bereich,Red,Trollinger; Lemberger
Greece,Aegean Islands,Chios,PGI,White,Athiri
Greece,Aegean Islands,Ikaria,PGI,Red,Fokiano
Greece,Aegean Islands,Lemnos,PDO,White,Muscat of Alexandria
Greece,Aegean Islands,Muscat of Lemnos,PDO,Fortified,Muscat of Alexandria
Greece,Aegean Islands,Muscat of Rhodes,PDO,Fortified,Muscat Blanc
Greece,Aegean Islands,Muscat of Samos,PDO,Fortified,Muscat Blanc
Greece,Aegean Islands,Rhodes,PDO,White,Athiri
Greece,Aegean Islands,Thassos,PGI,White,Assyrtiko
Greece,Attica,Attiki,PGI,White,Savatiano; Assyrtiko
Greece,Attica,Retsina,Traditional appellation,White,Savatiano
Greece,Central Greece,Atalanti Valley,PGI,Red,Syrah; Agiorgitiko
Greece,Central Greece,Evia,PGI,White,Savatiano
Greece,Central Greece,Sterea Ellada,PGI,Red,Agiorgitiko; Syrah
Greece,Crete,Archanes,PDO,Red,Kotsifali; Mandilaria
Greece,Crete,Chania,PGI,White,Vidiano; Vilana
Greece,Crete,Dafnes,PDO,Red,Liatiko
Greece,Crete,Heraklion,PGI,Red,Kotsifali
Greece,Crete,Malvasia of Candia,PDO,Sweet White,Assyrtiko; Athiri; Vidiano
Greece,Crete,Malvasia of Sitia,PDO,Sweet White,Assyrtiko; Thrapsathiri
Greece,Crete,Peza,PDO,Red,Kotsifali; Mandilaria
Greece,Crete,Rethymno,PGI,White,Vilana
Greece,Crete,Sitia,PDO,Red,Liatiko; Mandilaria
Greece,Cyclades,Naxos,PGI,White,Assyrtiko
Greece,Cyclades,Paros,PDO,Red,Mandilaria; Monemvasia
Greece,Cyclades,Santorini,PDO,White,Assyrtiko
Greece,Cyclades,Syros,PGI,White,Assyrtiko
Greece,Cyclades,Tinos,PGI,White,Assyrtiko; Malagousia
Greece,Cyclades,Vinsanto (Santorini),PDO,Sweet White,Assyrtiko; Aidani
Greece,Epirus,Ioannina,PGI,White,Debina
Greece,Epirus,Metsovo,PGI,Red,Cabernet Sauvignon
Greece,Epirus,Zitsa,PDO,Sparkling,Debina
Greece,Ionian Islands,Corfu,PGI,White,Kakotrygis
Greece,Ionian Islands,Lefkada,PGI,Red,Vertzami
Greece,Ionian Islands,Mavrodaphne of Cephalonia,PDO,Fortified,Mavrodaphne
Greece,Ionian Islands,Robola of Cephalonia,PDO,White,Robola
Greece,Ionian Islands,Zakynthos,PGI,White,Robola
Greece,Macedonia,Amyndeon,PDO,Red,Xinomavro
Greece,Macedonia,Drama,PGI,Red,Cabernet Sauvignon; Agiorgitiko
Greece,Macedonia,Florina,PGI,Red,Xinomavro
Greece,Macedonia,Goumenissa,PDO,Red,Xinomavro; Negoska
Greece,Macedonia,Kavala,PGI,White,Assyrtiko
Greece,Macedonia,Naoussa,PDO,Red,Xinomavro
Greece,Macedonia,Pangeon,PGI,Red,Limnio
Greece,Macedonia,Serres,PGI,Red,Limnio
Greece,Macedonia,Slopes of Meliton,PDO,White,Athiri; Assyrtiko; Roditis
Greece,Peloponnese,Arcadia,PGI,White,Moschofilero
Greece,Peloponnese,Corinth,PGI,Red,Agiorgitiko
Greece,Peloponnese,Ilia,PGI,White,Roditis
Greece,Peloponnese,Lakonia,PGI,Red,Agiorgitiko
Greece,Peloponnese,Mantinia,PDO,White,Moschofilero
Greece,Peloponnese,Mavrodaphne of Patras,PDO,Fortified,Mavrodaphne
Greece,Peloponnese,Messinia,PGI,White,Roditis
Greece,Peloponnese,Monemvasia-Malvasia,PDO,Sweet White,Monemvasia; Assyrtiko
Greece,Peloponnese,Muscat of Patras,PDO,Fortified,Muscat Blanc
Greece,Peloponnese,Muscat of Rio Patras,PDO,Fortified,Muscat Blanc
Greece,Peloponnese,Nemea,PDO,Red,Agiorgitiko
Greece,Peloponnese,Patras,PDO,White,Roditis
Greece,Thessaly,Anchialos,PDO,White,Roditis; Savatiano
Greece,Thessaly,Messenikola,PDO,Red,Mavro Messenikola
Greece,Thessaly,Rapsani,PDO,Red,Xinomavro; Krassato; Stavroto
Greece,Thessaly,Tyrnavos,PGI,White,Muscat of Hamburg
Hungary,Balaton,Badacsony,PDO,White,Kéknyelű; Olaszrizling
Hungary,Balaton,Balaton-felvidék,PDO,White,Olaszrizling; Szürkebarát
Hungary,Balaton,Balatonboglár,PDO,Sparkling,Chardonnay
Hungary,Balaton,Balatonfüred-Csopak,PDO,White,Olaszrizling
Hungary,Balaton,Nagy-Somló,PDO,White,Juhfark
Hungary,Balaton,Zala,PDO,White,Olaszrizling
Hungary,Duna,Csongrád,PDO,Red,Kékfrankos
Hungary,Duna,Hajós-Baja,PDO,Red,Kékfrankos
Hungary,Eger,Debrői Hárslevelű,PDO,White,Hárslevelű
Hungary,Eger,Egri Bikavér,PDO,Red,Kékfrankos; Kadarka
Hungary,Eger,Egri Csillag,PDO,White,Field blend
Hungary,Észak-Dunántúl,Mór,PDO,White,Ezerjó
Hungary,Észak-Dunántúl,Neszmély,PDO,White,Olaszrizling
Hungary,Észak-Dunántúl,Pannonhalma,PDO,White,Olaszrizling; Riesling
Hungary,Etyek-Buda,Etyek-Buda,PDO,Sparkling,Chardonnay; Pinot Noir
Hungary,Kunság,Kunság,PDO,White,Ezerjó; Cserszegi Fűszeres
Hungary,Mátra,Mátra,PDO,White,Olaszrizling; Muscat
Hungary,Pannon,Pécs,PDO,White,Cirfandli
Hungary,Pannon,Tolna,PDO,White,Chardonnay
Hungary,Somló,Somló,PDO,White,Juhfark; Furmint
Hungary,Sopron,Sopron,PDO,Red,Kékfrankos
Hungary,Szekszárd,Szekszárdi Bikavér,PDO,Red,Kékfrankos; Kadarka
Hungary,Tokaj,Tokaji Aszú,PDO,Sweet White,Furmint; Hárslevelű; Sárga Muskotály
Hungary,Tokaj,Tokaji Édes Szamorodni,PDO,Sweet White,Furmint
Hungary,Tokaj,Tokaji Eszencia,PDO,Sweet White,Furmint
Hungary,Tokaj,Tokaji Fordítás,PDO,Sweet White,Furmint
Hungary,Tokaj,Tokaji Furmint (dry),PDO,White,Furmint
Hungary,Tokaj,Tokaji Késői Szüretelésű,PDO,Sweet White,Furmint; Hárslevelű
Hungary,Tokaj,Tokaji Máslás,PDO,Sweet White,Furmint
Hungary,Tokaj,Tokaji Szamorodni,PDO,Sweet White,Furmint; Hárslevelű
Hungary,Villány,Villány,PDO,Red,Cabernet Franc; Kékfrankos
Hungary,Villány,Villányi Franc,PDO,Red,Cabernet Franc
India,Karnataka,Bijapur,Regional,Red,Cabernet Sauvignon
India,Karnataka,Krishna Valley,Regional,Red,Cabernet Sauvignon
India,Karnataka,Nandi Hills,Regional,Red,Shiraz; Viognier
India,Maharashtra,Akluj,Regional,Red,Cabernet Sauvignon; Shiraz
India,Maharashtra,Nashik,Regional,Red,Cabernet Sauvignon; Shiraz; Chenin Blanc
India,Maharashtra,Sahyadri Valley,Regional,Red,Cabernet Sauvignon
India,Maharashtra,Sangli,Regional,Red,Shiraz
Indonesia,Bali,North Bali (Singaraja),Regional,Rosé,Alphonse Lavallée; Belgia
Indonesia,Bali,Sanur,Regional,White,Muscat of Alexandria
Ireland,Cork,Irish Wine,Regional,White,Rondo; Solaris
Ireland,Wexford,Wexford,Regional,White,Rondo; Solaris
Israel,Galilee,Golan Heights,Regional,Red,Cabernet Sauvignon; Merlot
Israel,Galilee,Lower Galilee,Regional,Red,Cabernet Sauvignon; Merlot
Israel,Galilee,Upper Galilee,Regional,Red,Cabernet Sauvignon; Syrah
Israel,Judean Hills,Jerusalem Mountains,Regional,Red,Cabernet Sauvignon
Israel,Judean Hills,Judean Hills,Regional,Red,Cabernet Sauvignon; Syrah
Israel,Negev,Negev,Regional,Red,Cabernet Sauvignon; Petit Verdot
Israel,Samson,Samson,Regional,White,Chardonnay; Sauvignon Blanc
Israel,Shomron,Shomron,Regional,Red,Cabernet Sauvignon; Carignan
Italy,Abruzzo,Abruzzo Pecorino,DOC,White,Pecorino
Italy,Abruzzo,Cerasuolo d'Abruzzo,DOC,Rosé,Montepulciano
Italy,Abruzzo,Controguerra,DOC,Red,Montepulciano; Merlot
Italy,Abruzzo,Montepulciano d'Abruzzo,DOC,Red,Montepulciano
Italy,Abruzzo,Montepulciano d'Abruzzo Colline Teramane,DOCG,Red,Montepulciano
Italy,Abruzzo,Ortona,DOC,White,Trebbiano Abruzzese
Italy,Abruzzo,Terre Tollesi,DOCG,Red,Montepulciano
Italy,Abruzzo,Trebbiano d'Abruzzo,DOC,White,Trebbiano Abruzzese
Italy,Abruzzo,Villamagna,DOC,Red,Montepulciano
Italy,Basilicata,Aglianico del Vulture,DOC,Red,Aglianico
Italy,Basilicata,Aglianico del Vulture Superiore,DOCG,Red,Aglianico
Italy,Basilicata,Grottino di Roccanova,DOC,Red,Sangiovese; Malvasia Nera
Italy,Basilicata,Matera,DOC,Red,Primitivo; Sangiovese
Italy,Basilicata,Terre dell'Alta Val d'Agri,DOC,Red,Merlot; Cabernet Sauvignon
Italy,Calabria,Bivongi,DOC,Red,Gaglioppo; Greco Nero
Italy,Calabria,Cirò,DOC,Red,Gaglioppo
Italy,Calabria,Greco di Bianco,DOC,Sweet White,Greco Bianco
Italy,Calabria,Lamezia,DOC,Red,Gaglioppo; Nerello
Italy,Calabria,Melissa,DOC,Red,Gaglioppo
Italy,Calabria,Sant'Anna di Isola Capo Rizzuto,DOC,Red,Gaglioppo
Italy,Calabria,Savuto,DOC,Red,Gaglioppo; Magliocco
Italy,Calabria,Scavigna,DOC,Red,Gaglioppo; Nerello
Italy,Calabria,Terre di Cosenza,DOC,Red,Magliocco
Italy,Calabria,Verbicaro,DOC,Red,Gaglioppo; Magliocco
Italy,Campania,Aglianico del Taburno,DOCG,Red,Aglianico
Italy,Campania,Asprinio di Aversa,DOC,White,Asprinio
Italy,Campania,Campi Flegrei,DOC,Red,Piedirosso
Italy,Campania,Capri,DOC,White,Falanghina; Greco
Italy,Campania,Castel San Lorenzo,DOC,Red,Barbera; Sangiovese
Italy,Campania,Cilento,DOC,Red,Aglianico
Italy,Campania,Costa d'Amalfi,DOC,White,Falanghina; Biancolella
Italy,Campania,Falanghina del Sannio,DOC,White,Falanghina
Italy,Campania,Falerno del Massico,DOC,Red,Aglianico; Piedirosso
Italy,Campania,Fiano di Avellino,DOCG,White,Fiano
Italy,Campania,Galluccio,DOC,Red,Aglianico
Italy,Campania,Greco di Tufo,DOCG,White,Greco
Italy,Campania,Guardiolo,DOC,Red,Sangiovese; Aglianico
Italy,Campania,Irpinia,DOC,Red,Aglianico
Italy,Campania,Ischia,DOC,White,Biancolella; Forastera
Italy,Campania,Lacryma Christi del Vesuvio,DOC,Red,Piedirosso; Aglianico
Italy,Campania,Penisola Sorrentina,DOC,Red,Piedirosso
Italy,Campania,Sannio,DOC,White,Falanghina; Greco
Italy,Campania,Solopaca,DOC,Red,Sangiovese; Aglianico
Italy,Campania,Taburno,DOC,White,Falanghina
Italy,Campania,Taurasi,DOCG,Red,Aglianico
Italy,Campania,Vesuvio,DOC,Red,Piedirosso; Sciascinoso
Italy,Emilia-Romagna,Colli Bolognesi,DOC,White,Pignoletto; Chardonnay
Italy,Emilia-Romagna,Colli Bolognesi Pignoletto,DOCG,White,Grechetto Gentile
Italy,Emilia-Romagna,Colli d'Imola,DOC,Red,Sangiovese; Barbera
Italy,Emilia-Romagna,Colli di Faenza,DOC,Red,Sangiovese; Cabernet Sauvignon
Italy,Emilia-Romagna,Colli di Parma,DOC,White,Malvasia di Candia Aromatica
Italy,Emilia-Romagna,Colli di Rimini,DOC,Red,Sangiovese; Cabernet Sauvignon
Italy,Emilia-Romagna,Colli di Scandiano e Canossa,DOC,White,Spergola
Italy,Emilia-Romagna,Colli Piacentini,DOC,White,Malvasia; Ortrugo
Italy,Emilia-Romagna,Colli Romagna Centrale,DOC,Red,Cabernet Sauvignon; Sangiovese
