country|region|wine|tier|style|grapes
Spain|Balearic Islands|Pla i Llevant|DO|Red|Callet; Manto Negro
Spain|Balearic Islands|Vi de la Terra Mallorca|VT|Red|Callet; Fogoneu
Spain|Cantabria & Asturias|Cangas|VC|Red|Albarín Negro; Verdejo Negro
Spain|Cantabria & Asturias|Costa de Cantabria|VT|White|Albariño
Portugal|Douro|Douro|DOC|Red|Touriga Nacional; Touriga Franca; Tinta Roriz
Portugal|Douro|Douro Branco|DOC|White|Rabigato; Viosinho; Gouveio
Portugal|Douro|Porto Ruby|DOC|Fortified|Touriga Nacional; Touriga Franca
Portugal|Douro|Porto Tawny|DOC|Fortified|Touriga Franca; Tinta Roriz
Portugal|Douro|Porto Vintage|DOC|Fortified|Touriga Nacional; Touriga Franca
Portugal|Douro|Porto Late Bottled Vintage|DOC|Fortified|Touriga Franca; Tinta Barroca
Portugal|Douro|Porto Colheita|DOC|Fortified|Touriga Franca; Tinta Roriz
Portugal|Douro|Porto Branco|DOC|Fortified|Malvasia Fina; Gouveio
Portugal|Douro|Porto Rosé|DOC|Fortified|Touriga Nacional
Portugal|Douro|Porto Crusted|DOC|Fortified|Touriga Franca; Tinta Barroca
Portugal|Douro|Porto Garrafeira|DOC|Fortified|Touriga Franca
Portugal|Douro|Moscatel do Douro|DOC|Fortified|Moscatel Galego
Portugal|Vinho Verde|Vinho Verde|DOC|White|Loureiro; Alvarinho; Trajadura
Portugal|Vinho Verde|Vinho Verde Alvarinho (Monção e Melgaço)|DOC|White|Alvarinho
Portugal|Vinho Verde|Vinho Verde Loureiro (Lima)|DOC|White|Loureiro
Portugal|Vinho Verde|Vinho Verde Tinto|DOC|Red|Vinhão
Portugal|Vinho Verde|Vinho Verde Espumante|DOC|Sparkling|Loureiro; Alvarinho
Portugal|Dão|Dão|DOC|Red|Touriga Nacional; Jaen; Alfrocheiro
Portugal|Dão|Dão Branco|DOC|White|Encruzado
Portugal|Bairrada|Bairrada|DOC|Red|Baga
Portugal|Bairrada|Bairrada Espumante|DOC|Sparkling|Baga; Maria Gomes
Portugal|Alentejo|Alentejo|DOC|Red|Aragonez; Trincadeira; Alicante Bouschet
Portugal|Alentejo|Alentejo Branco|DOC|White|Antão Vaz; Arinto; Roupeiro
Portugal|Alentejo|Vinho de Talha|DOC|Red|Aragonez; Trincadeira
Portugal|Alentejo|Borba|DOC|Red|Aragonez; Trincadeira
Portugal|Alentejo|Reguengos|DOC|Red|Trincadeira; Aragonez
Portugal|Alentejo|Redondo|DOC|Red|Aragonez; Trincadeira
Portugal|Alentejo|Vidigueira|DOC|White|Antão Vaz
Portugal|Alentejo|Portalegre|DOC|Red|Trincadeira; Grand Noir
Portugal|Lisboa|Bucelas|DOC|White|Arinto
Portugal|Lisboa|Colares|DOC|Red|Ramisco
Portugal|Lisboa|Carcavelos|DOC|Fortified|Galego Dourado; Arinto
Portugal|Lisboa|Óbidos|DOC|White|Arinto; Fernão Pires
Portugal|Lisboa|Alenquer|DOC|Red|Castelão; Touriga Nacional
Portugal|Lisboa|Arruda|DOC|Red|Castelão
Portugal|Lisboa|Torres Vedras|DOC|Red|Castelão; Tinta Miúda
Portugal|Lisboa|Lourinhã|DOC|White|Malvasia Rei
Portugal|Lisboa|Encostas d'Aire|DOC|Red|Castelão; Trincadeira
Portugal|Setúbal|Moscatel de Setúbal|DOC|Fortified|Moscatel de Setúbal
Portugal|Setúbal|Moscatel Roxo|DOC|Fortified|Moscatel Roxo
Portugal|Setúbal|Palmela|DOC|Red|Castelão
Portugal|Setúbal|Península de Setúbal|VR|Red|Castelão; Syrah
Portugal|Tejo|Tejo|DOC|Red|Castelão; Trincadeira; Touriga Nacional
Portugal|Beiras|Beira Interior|DOC|Red|Touriga Nacional; Rufete
Portugal|Beiras|Távora-Varosa|DOC|Sparkling|Chardonnay; Malvasia Fina
Portugal|Beiras|Lafões|DOC|White|Arinto; Cerceal
Portugal|Trás-os-Montes|Trás-os-Montes|DOC|Red|Tinta Roriz; Trincadeira
Portugal|Trás-os-Montes|Chaves|DOC|Red|Tinta Roriz
Portugal|Trás-os-Montes|Valpaços|DOC|Red|Tinta Roriz; Touriga Franca
Portugal|Madeira|Madeira Sercial|DOC|Fortified|Sercial
Portugal|Madeira|Madeira Verdelho|DOC|Fortified|Verdelho
Portugal|Madeira|Madeira Bual|DOC|Fortified|Boal
Portugal|Madeira|Madeira Malmsey|DOC|Fortified|Malvasia
Portugal|Madeira|Madeira Terrantez|DOC|Fortified|Terrantez
Portugal|Madeira|Madeira Rainwater|DOC|Fortified|Tinta Negra
Portugal|Madeira|Madeira Tinta Negra|DOC|Fortified|Tinta Negra
Portugal|Azores|Pico|DOC|White|Verdelho; Arinto dos Açores
Portugal|Azores|Biscoitos|DOC|Fortified|Verdelho
Portugal|Azores|Graciosa|DOC|White|Verdelho; Arinto
Portugal|Algarve|Lagos|DOC|Red|Negra Mole; Castelão
Portugal|Algarve|Portimão|DOC|Red|Negra Mole
Portugal|Algarve|Lagoa|DOC|Red|Negra Mole
Portugal|Algarve|Tavira|DOC|Red|Negra Mole; Castelão
Germany|Mosel|Mosel|Anbaugebiet|White|Riesling; Müller-Thurgau; Elbling
Germany|Mosel|Saar|Bereich|White|Riesling
Germany|Mosel|Ruwer|Bereich|White|Riesling
Germany|Mosel|Bernkasteler Doctor|Einzellage|White|Riesling
Germany|Mosel|Wehlener Sonnenuhr|Einzellage|White|Riesling
Germany|Mosel|Scharzhofberger|Einzellage|White|Riesling
Germany|Mosel|Erdener Prälat|Einzellage|White|Riesling
Germany|Mosel|Ürziger Würzgarten|Einzellage|White|Riesling
Germany|Mosel|Piesporter Goldtröpfchen|Einzellage|White|Riesling
Germany|Mosel|Brauneberger Juffer-Sonnenuhr|Einzellage|White|Riesling
Germany|Rheingau|Rheingau|Anbaugebiet|White|Riesling; Spätburgunder
Germany|Rheingau|Schloss Johannisberg|Einzellage|White|Riesling
Germany|Rheingau|Rüdesheimer Berg Schlossberg|Einzellage|White|Riesling
Germany|Rheingau|Erbacher Marcobrunn|Einzellage|White|Riesling
Germany|Rheingau|Steinberg|Einzellage|White|Riesling
Germany|Rheingau|Assmannshäuser Höllenberg|Einzellage|Red|Spätburgunder
Germany|Rheinhessen|Rheinhessen|Anbaugebiet|White|Riesling; Silvaner; Müller-Thurgau
Germany|Rheinhessen|Roter Hang (Nierstein)|Bereich|White|Riesling
Germany|Rheinhessen|Niersteiner Pettenthal|Einzellage|White|Riesling
Germany|Rheinhessen|Liebfraumilch|Region-wide style|Sweet White|Müller-Thurgau; Riesling
Germany|Pfalz|Pfalz|Anbaugebiet|White|Riesling; Spätburgunder
Germany|Pfalz|Forster Kirchenstück|Einzellage|White|Riesling
Germany|Pfalz|Forster Jesuitengarten|Einzellage|White|Riesling
Germany|Pfalz|Deidesheimer Hohenmorgen|Einzellage|White|Riesling
Germany|Nahe|Nahe|Anbaugebiet|White|Riesling
Germany|Nahe|Niederhäuser Hermannshöhle|Einzellage|White|Riesling
Germany|Nahe|Schlossböckelheimer Kupfergrube|Einzellage|White|Riesling
Germany|Ahr|Ahr|Anbaugebiet|Red|Spätburgunder; Frühburgunder
Germany|Baden|Baden|Anbaugebiet|Red|Spätburgunder; Grauburgunder
Germany|Baden|Kaiserstuhl|Bereich|Red|Spätburgunder
Germany|Baden|Ortenau|Bereich|White|Klingelberger
Germany|Baden|Tuniberg|Bereich|White|Grauburgunder
Germany|Franken|Franken|Anbaugebiet|White|Silvaner; Müller-Thurgau
Germany|Franken|Würzburger Stein|Einzellage|White|Silvaner; Riesling
Germany|Franken|Escherndorfer Lump|Einzellage|White|Silvaner
Germany|Württemberg|Württemberg|Anbaugebiet|Red|Trollinger; Lemberger; Schwarzriesling
Germany|Mittelrhein|Mittelrhein|Anbaugebiet|White|Riesling
Germany|Hessische Bergstraße|Hessische Bergstraße|Anbaugebiet|White|Riesling
Germany|Saale-Unstrut|Saale-Unstrut|Anbaugebiet|White|Müller-Thurgau; Weissburgunder
Germany|Sachsen|Sachsen|Anbaugebiet|White|Müller-Thurgau; Riesling
Germany|National|Kabinett|Prädikat|White|Riesling
Germany|National|Spätlese|Prädikat|White|Riesling
Germany|National|Auslese|Prädikat|Sweet White|Riesling
Germany|National|Beerenauslese|Prädikat|Sweet White|Riesling
Germany|National|Trockenbeerenauslese|Prädikat|Sweet White|Riesling
Germany|National|Eiswein|Prädikat|Sweet White|Riesling
Germany|National|Grosses Gewächs (VDP.GG)|VDP classification|White|Riesling
Germany|National|VDP.Erste Lage|VDP classification|White|Riesling
Germany|National|Sekt|Quality sparkling|Sparkling|Riesling; Weissburgunder; Spätburgunder
Germany|National|Winzersekt|Quality sparkling|Sparkling|Riesling
Germany|National|Deutscher Sekt b.A.|Quality sparkling|Sparkling|Riesling; Weissburgunder
Germany|National|Federweisser|Seasonal|White|Various
Austria|Wachau|Wachau|DAC|White|Grüner Veltliner; Riesling
Austria|Wachau|Steinfeder|Vinea Wachau|White|Grüner Veltliner
Austria|Wachau|Federspiel|Vinea Wachau|White|Grüner Veltliner; Riesling
Austria|Wachau|Smaragd|Vinea Wachau|White|Grüner Veltliner; Riesling
Austria|Niederösterreich|Kremstal|DAC|White|Grüner Veltliner; Riesling
Austria|Niederösterreich|Kamptal|DAC|White|Grüner Veltliner; Riesling
Austria|Niederösterreich|Traisental|DAC|White|Grüner Veltliner
Austria|Niederösterreich|Wagram|DAC|White|Grüner Veltliner; Roter Veltliner
Austria|Niederösterreich|Weinviertel|DAC|White|Grüner Veltliner
Austria|Niederösterreich|Carnuntum|DAC|Red|Zweigelt; Blaufränkisch
Austria|Niederösterreich|Thermenregion|DAC|White|Zierfandler; Rotgipfler
Austria|Burgenland|Leithaberg|DAC|Red|Blaufränkisch
Austria|Burgenland|Neusiedlersee|DAC|Red|Zweigelt
Austria|Burgenland|Ruster Ausbruch|DAC|Sweet White|Furmint; Welschriesling
Austria|Burgenland|Mittelburgenland|DAC|Red|Blaufränkisch
Austria|Burgenland|Eisenberg|DAC|Red|Blaufränkisch
Austria|Burgenland|Rosalia|DAC|Red|Blaufränkisch; Zweigelt
Austria|Burgenland|Beerenauslese Burgenland|Prädikat|Sweet White|Welschriesling; Chardonnay
Austria|Burgenland|Trockenbeerenauslese Burgenland|Prädikat|Sweet White|Welschriesling
Austria|Steiermark|Südsteiermark|DAC|White|Sauvignon Blanc; Morillon
Austria|Steiermark|Vulkanland Steiermark|DAC|White|Traminer; Welschriesling
Austria|Steiermark|Weststeiermark|DAC|Rosé|Blauer Wildbacher
Austria|Steiermark|Schilcher|DAC|Rosé|Blauer Wildbacher
Austria|Wien|Wiener Gemischter Satz|DAC|White|Field blend
Austria|National|Sekt Austria|PDO|Sparkling|Grüner Veltliner; Welschriesling
Austria|National|Strohwein / Schilfwein|Prädikat|Sweet White|Various
Austria|National|Sturm|Seasonal|White|Various
Switzerland|Valais|Fendant|AOC|White|Chasselas
Switzerland|Valais|Dôle|AOC|Red|Pinot Noir; Gamay
Switzerland|Valais|Cornalin du Valais|AOC|Red|Cornalin
Switzerland|Valais|Humagne Rouge|AOC|Red|Humagne Rouge
Switzerland|Valais|Petite Arvine|AOC|White|Petite Arvine
Switzerland|Valais|Amigne de Vétroz|AOC|White|Amigne
Switzerland|Valais|Heida (Païen)|AOC|White|Savagnin Blanc
Switzerland|Valais|Johannisberg du Valais|AOC|White|Silvaner
Switzerland|Vaud|Lavaux|AOC|White|Chasselas
Switzerland|Vaud|Dézaley|Grand Cru|White|Chasselas
Switzerland|Vaud|Calamin|Grand Cru|White|Chasselas
Switzerland|Vaud|Chablais|AOC|White|Chasselas
Switzerland|Vaud|La Côte|AOC|White|Chasselas
Switzerland|Geneva|Genève|AOC|White|Chasselas; Gamaret
Switzerland|Neuchâtel|Neuchâtel|AOC|White|Chasselas
Switzerland|Neuchâtel|Oeil-de-Perdrix|AOC|Rosé|Pinot Noir
Switzerland|Ticino|Ticino Merlot|DOC|Red|Merlot
Switzerland|Graubünden|Bündner Herrschaft|AOC|Red|Blauburgunder
Switzerland|Zurich & Schaffhausen|Schaffhausen|AOC|Red|Blauburgunder
Luxembourg|Moselle|Moselle Luxembourgeoise|AOP|White|Rivaner; Auxerrois; Riesling
Luxembourg|Moselle|Crémant de Luxembourg|AOP|Sparkling|Rivaner; Pinot Blanc
Luxembourg|Moselle|Elbling|AOP|White|Elbling
Hungary|Tokaj|Tokaji Aszú|PDO|Sweet White|Furmint; Hárslevelű; Sárga Muskotály
Hungary|Tokaj|Tokaji Eszencia|PDO|Sweet White|Furmint
Hungary|Tokaj|Tokaji Szamorodni|PDO|Sweet White|Furmint; Hárslevelű
Hungary|Tokaj|Tokaji Fordítás|PDO|Sweet White|Furmint
Hungary|Tokaj|Tokaji Máslás|PDO|Sweet White|Furmint
Hungary|Tokaj|Tokaji Furmint (dry)|PDO|White|Furmint
Hungary|Eger|Egri Bikavér|PDO|Red|Kékfrankos; Kadarka
Hungary|Eger|Egri Csillag|PDO|White|Field blend
Hungary|Villány|Villány|PDO|Red|Cabernet Franc; Kékfrankos
Hungary|Villány|Villányi Franc|PDO|Red|Cabernet Franc
Hungary|Szekszárd|Szekszárdi Bikavér|PDO|Red|Kékfrankos; Kadarka
Hungary|Somló|Somló|PDO|White|Juhfark; Furmint
Hungary|Balaton|Badacsony|PDO|White|Kéknyelű; Olaszrizling
Hungary|Balaton|Balatonfüred-Csopak|PDO|White|Olaszrizling
Hungary|Balaton|Balaton-felvidék|PDO|White|Olaszrizling; Szürkebarát
Hungary|Mátra|Mátra|PDO|White|Olaszrizling; Muscat
Hungary|Etyek-Buda|Etyek-Buda|PDO|Sparkling|Chardonnay; Pinot Noir
Hungary|Sopron|Sopron|PDO|Red|Kékfrankos
Hungary|Eger|Debrői Hárslevelű|PDO|White|Hárslevelű
Hungary|Kunság|Kunság|PDO|White|Ezerjó; Cserszegi Fűszeres
Greece|Macedonia|Naoussa|PDO|Red|Xinomavro
Greece|Macedonia|Amyndeon|PDO|Red|Xinomavro
Greece|Macedonia|Goumenissa|PDO|Red|Xinomavro; Negoska
Greece|Macedonia|Slopes of Meliton|PDO|White|Athiri; Assyrtiko; Roditis
Greece|Thessaly|Rapsani|PDO|Red|Xinomavro; Krassato; Stavroto
Greece|Thessaly|Anchialos|PDO|White|Roditis; Savatiano
Greece|Thessaly|Messenikola|PDO|Red|Mavro Messenikola
Greece|Epirus|Zitsa|PDO|Sparkling|Debina
Greece|Peloponnese|Nemea|PDO|Red|Agiorgitiko
Greece|Peloponnese|Mantinia|PDO|White|Moschofilero
Greece|Peloponnese|Patras|PDO|White|Roditis
Greece|Peloponnese|Mavrodaphne of Patras|PDO|Fortified|Mavrodaphne
Greece|Peloponnese|Muscat of Patras|PDO|Fortified|Muscat Blanc
Greece|Peloponnese|Muscat of Rio Patras|PDO|Fortified|Muscat Blanc
Greece|Peloponnese|Monemvasia-Malvasia|PDO|Sweet White|Monemvasia; Assyrtiko
Greece|Cyclades|Santorini|PDO|White|Assyrtiko
Greece|Cyclades|Vinsanto (Santorini)|PDO|Sweet White|Assyrtiko; Aidani
Greece|Cyclades|Paros|PDO|Red|Mandilaria; Monemvasia
Greece|Aegean Islands|Muscat of Samos|PDO|Fortified|Muscat Blanc
Greece|Aegean Islands|Muscat of Lemnos|PDO|Fortified|Muscat of Alexandria
Greece|Aegean Islands|Lemnos|PDO|White|Muscat of Alexandria
Greece|Aegean Islands|Rhodes|PDO|White|Athiri
Greece|Aegean Islands|Muscat of Rhodes|PDO|Fortified|Muscat Blanc
Greece|Ionian Islands|Robola of Cephalonia|PDO|White|Robola
Greece|Ionian Islands|Mavrodaphne of Cephalonia|PDO|Fortified|Mavrodaphne
Greece|Crete|Peza|PDO|Red|Kotsifali; Mandilaria
Greece|Crete|Archanes|PDO|Red|Kotsifali; Mandilaria
Greece|Crete|Dafnes|PDO|Red|Liatiko
Greece|Crete|Sitia|PDO|Red|Liatiko; Mandilaria
Greece|Crete|Malvasia of Candia|PDO|Sweet White|Assyrtiko; Athiri; Vidiano
Greece|Crete|Malvasia of Sitia|PDO|Sweet White|Assyrtiko; Thrapsathiri
Greece|Attica|Retsina|Traditional appellation|White|Savatiano
Greece|Attica|Attiki|PGI|White|Savatiano; Assyrtiko
Greece|Central Greece|Sterea Ellada|PGI|Red|Agiorgitiko; Syrah
Romania|Moldovan Hills|Cotnari|DOC|Sweet White|Grasă de Cotnari; Tămâioasă Românească
Romania|Moldovan Hills|Odobești|DOC|White|Fetească Albă; Riesling Italian
Romania|Moldovan Hills|Panciu|DOC|Sparkling|Fetească Regală
Romania|Moldovan Hills|Cotești|DOC|Red|Fetească Neagră; Merlot
Romania|Moldovan Hills|Nicorești|DOC|Red|Băbească Neagră
Romania|Moldovan Hills|Iași|DOC|White|Fetească Albă
Romania|Muntenia|Dealu Mare|DOC|Red|Fetească Neagră; Cabernet Sauvignon
Romania|Muntenia|Pietroasa|DOC|Sweet White|Tămâioasă Românească
Romania|Muntenia|Ștefănești|DOC|White|Fetească Regală
Romania|Oltenia|Drăgășani|DOC|White|Crâmpoșie Selecționată
Romania|Oltenia|Sâmburești|DOC|Red|Cabernet Sauvignon
Romania|Oltenia|Segarcea|DOC|Red|Fetească Neagră; Merlot
Romania|Dobrogea|Murfatlar|DOC|Sweet White|Chardonnay; Pinot Gris
Romania|Dobrogea|Babadag|DOC|Red|Merlot; Cabernet Sauvignon
Romania|Transylvania|Târnave|DOC|White|Fetească Albă; Traminer
Romania|Transylvania|Jidvei|DOC|White|Fetească Regală
Romania|Transylvania|Alba Iulia|DOC|White|Fetească Albă
Romania|Banat & Crișana|Recaș|DOC|Red|Fetească Neagră; Cabernet Sauvignon
Romania|Banat & Crișana|Miniș|DOC|Red|Cadarcă; Cabernet Sauvignon
Romania|Muntenia|Busuioacă de Bohotin|DOC|Sweet Rosé|Busuioacă de Bohotin
Bulgaria|Thracian Valley|Thracian Lowlands|PDO|Red|Mavrud; Merlot; Cabernet Sauvignon
Bulgaria|Thracian Valley|Mavrud of Asenovgrad|PDO|Red|Mavrud
Bulgaria|Struma Valley|Melnik|PDO|Red|Shiroka Melnishka Loza
Bulgaria|Struma Valley|Early Melnik (Ranna Melnishka)|PDO|Red|Early Melnik
Bulgaria|Danubian Plain|Danubian Plain|PDO|Red|Gamza; Cabernet Sauvignon
Bulgaria|Danubian Plain|Suhindol|PDO|Red|Gamza
Bulgaria|Black Sea|Black Sea Coast|PDO|White|Dimyat; Chardonnay
Bulgaria|Black Sea|Misket of Varna|PDO|White|Red Misket
Bulgaria|National|Rubin|Grape wine|Red|Rubin
Bulgaria|National|Pamid|Grape wine|Red|Pamid
Moldova|Codru|Codru|PGI|White|Fetească Albă; Chardonnay
Moldova|Ștefan Vodă|Ștefan Vodă|PGI|Red|Rara Neagră; Cabernet Sauvignon
Moldova|Ștefan Vodă|Negru de Purcari|Brand-appellation|Red|Cabernet Sauvignon; Rara Neagră; Saperavi
Moldova|Valul lui Traian|Valul lui Traian|PGI|Red|Merlot; Cabernet Sauvignon
Moldova|Divin|Divin|PGI|Fortified|Ugni Blanc
Moldova|National|Rara Neagră|Grape wine|Red|Rara Neagră
Moldova|National|Fetească Neagră (Moldova)|Grape wine|Red|Fetească Neagră
Georgia|Kakheti|Tsinandali|PDO|White|Rkatsiteli; Mtsvane
Georgia|Kakheti|Mukuzani|PDO|Red|Saperavi
Georgia|Kakheti|Kindzmarauli|PDO|Sweet Red|Saperavi
Georgia|Kakheti|Akhasheni|PDO|Sweet Red|Saperavi
Georgia|Kakheti|Napareuli|PDO|Red|Saperavi
Georgia|Kakheti|Gurjaani|PDO|White|Rkatsiteli; Mtsvane
Georgia|Kakheti|Vazisubani|PDO|White|Rkatsiteli; Mtsvane
Georgia|Kakheti|Manavi|PDO|White|Mtsvane Kakhuri
Georgia|Kakheti|Teliani|PDO|Red|Cabernet Sauvignon
Georgia|Kakheti|Kardenakhi|PDO|Fortified|Rkatsiteli
Georgia|Kakheti|Kakheti Qvevri Amber|Traditional method|Orange|Rkatsiteli; Kisi
Georgia|Racha-Lechkhumi|Khvanchkara|PDO|Sweet Red|Aleksandrouli; Mujuretuli
Georgia|Racha-Lechkhumi|Tvishi|PDO|Sweet White|Tsolikouri
Georgia|Imereti|Sviri|PDO|White|Tsitska; Tsolikouri; Krakhuna
Georgia|Kartli|Ateni|PDO|White|Chinuri; Goruli Mtsvane
Georgia|Kartli|Kartli Sparkling|Regional style|Sparkling|Chinuri; Goruli Mtsvane
Armenia|Vayots Dzor|Areni|Regional|Red|Areni Noir
Armenia|Armavir|Armavir|Regional|White|Voskehat
Armenia|Aragatsotn|Aragatsotn|Regional|Red|Areni; Kakhet
Armenia|Tavush|Ijevan|Regional|Red|Haghtanak
Azerbaijan|Ganja-Qazakh|Ganja|Regional|Red|Madrasa; Bayanshira
Azerbaijan|Shamakhi|Shamakhi|Regional|Red|Madrasa
Croatia|Dalmatia|Dingač|PDO|Red|Plavac Mali
Croatia|Dalmatia|Postup|PDO|Red|Plavac Mali
Croatia|Dalmatia|Pelješac|PDO|Red|Plavac Mali
Croatia|Dalmatia|Pošip Čara-Smokvica|PDO|White|Pošip
Croatia|Dalmatia|Grk Lumbarda|PDO|White|Grk
Croatia|Dalmatia|Babić Primošten|PDO|Red|Babić
Croatia|Dalmatia|Vugava Vis|PDO|White|Vugava
Croatia|Dalmatia|Bogdanuša Hvar|PDO|White|Bogdanuša
Croatia|Dalmatia|Prošek|Traditional|Sweet White|Bogdanuša; Maraština
Croatia|Istria & Kvarner|Malvazija Istarska|PDO|White|Malvazija Istarska
Croatia|Istria & Kvarner|Teran (Istria)|PDO|Red|Refošk
Croatia|Istria & Kvarner|Žlahtina Vrbnik|PDO|White|Žlahtina
Croatia|Slavonia & Danube|Kutjevo Graševina|PDO|White|Graševina
Croatia|Slavonia & Danube|Ilok Traminac|PDO|White|Traminac
Croatia|Uplands|Plešivica Sparkling|PDO|Sparkling|Chardonnay; Pinot Noir
Slovenia|Primorska|Goriška Brda|PDO|White|Rebula; Chardonnay
Slovenia|Primorska|Vipavska Dolina|PDO|White|Zelen; Pinela; Rebula
Slovenia|Primorska|Kras Teran|PDO|Red|Refošk
Slovenia|Primorska|Slovenska Istra|PDO|White|Malvazija
Slovenia|Podravje|Štajerska Slovenija|PDO|White|Laški Rizling; Šipon
Slovenia|Podravje|Ljutomer-Ormož|PDO|White|Laški Rizling; Šipon
Slovenia|Podravje|Prekmurje|PDO|White|Laški Rizling
Slovenia|Posavje|Cviček|PDO|Rosé|Žametovka; Modra Frankinja
Slovenia|Posavje|Bizeljsko-Sremič|PDO|White|Laški Rizling
Serbia|Vojvodina|Fruška Gora|PDO|White|Italian Riesling; Traminer
Serbia|Vojvodina|Bermet|Traditional|Fortified|Aromatized blend
Serbia|Vojvodina|Subotica-Horgoš|PDO|White|Kevedinka
Serbia|Central Serbia|Šumadija|PDO|Red|Prokupac; Cabernet Sauvignon
Serbia|Central Serbia|Župa|PDO|Rosé|Prokupac
Serbia|Eastern Serbia|Negotinska Krajina|PDO|Red|Prokupac; Cabernet Sauvignon
Serbia|Southern Serbia|Vranje|PDO|Red|Vranac; Prokupac
North Macedonia|Povardarie|Tikveš|PDO|Red|Vranec
North Macedonia|Povardarie|Vranec|Grape wine|Red|Vranec
North Macedonia|Povardarie|Stanušina|Grape wine|Rosé|Stanušina
North Macedonia|Povardarie|Temjanika|Grape wine|White|Temjanika
Montenegro|Podgorica Basin|Vranac Crmnica|PDO|Red|Vranac
Montenegro|Podgorica Basin|Krstač|PDO|White|Krstač
Bosnia and Herzegovina|Herzegovina|Žilavka Mostar|PDO|White|Žilavka
Bosnia and Herzegovina|Herzegovina|Blatina|PDO|Red|Blatina
Albania|Berat & Korçë|Kallmet|Regional|Red|Kallmet
Albania|Shkodër|Shesh i Zi|Regional|Red|Shesh i Zi
Albania|Tirana|Shesh i Bardhë|Regional|White|Shesh i Bardhë
Kosovo|Rahovec|Rahovec|Regional|Red|Vranac; Merlot
Czechia|Moravia|Znojmo|PDO|White|Veltlínské Zelené; Ryzlink Rýnský
Czechia|Moravia|Mikulov|PDO|White|Ryzlink Vlašský; Pálava
Czechia|Moravia|Velké Pavlovice|PDO|Red|Frankovka; Svatovavřinecké
Czechia|Moravia|Slovácko|PDO|White|Müller-Thurgau; Ryzlink
Czechia|Bohemia|Mělník|PDO|Red|Svatovavřinecké; Rulandské Modré
Czechia|Bohemia|Litoměřice|PDO|White|Müller-Thurgau
Czechia|National|Svatomartinské|Seasonal|Red|Svatovavřinecké; Modrý Portugal
Czechia|Moravia|Slámové Víno|Prädikat-style|Sweet White|Various
Slovakia|Tokaj (Slovak)|Tokajské Víno|PDO|Sweet White|Furmint; Lipovina
Slovakia|Malokarpatská|Small Carpathians|PDO|White|Grüner Veltliner; Riesling
Slovakia|Nitrianska|Nitra|PDO|White|Devín; Welschriesling
Slovakia|Južnoslovenská|Southern Slovakia|PDO|Red|Blaufränkisch; Alibernet
Slovakia|National|Devín|Grape wine|White|Devín
Poland|Lubuskie|Zielona Góra|PGI|White|Solaris; Riesling
Poland|Małopolska|Małopolski Przełom Wisły|PGI|White|Solaris; Seyval Blanc
Poland|Podkarpackie|Podkarpacie|PGI|White|Johanniter; Hibernal
Ukraine|Odesa|Odesa|PGI|Sparkling|Chardonnay; Aligoté
Ukraine|Crimea|Massandra|Historic estate|Fortified|Muscat; Kokur
Ukraine|Zakarpattia|Zakarpattia|PGI|White|Traminer; Rhine Riesling
Ukraine|Bessarabia|Bessarabia|PGI|Red|Cabernet Sauvignon; Saperavi
Russia|Krasnodar|Kuban|PGI|Red|Cabernet Sauvignon; Krasnostop Zolotovsky
Russia|Krasnodar|Abrau-Dyurso|Historic estate|Sparkling|Chardonnay; Pinot Noir
Russia|Crimea|Crimea|PGI|Fortified|Muscat; Kokur
Russia|Rostov|Tsimlyansk|PGI|Sparkling Red|Tsimlyansky Cherny
Russia|Dagestan|Dagestan|PGI|Fortified|Rkatsiteli; Muscat
United Kingdom|Southeast England|Sussex|PDO|Sparkling|Chardonnay; Pinot Noir; Meunier
United Kingdom|Southeast England|Kent|Regional|Sparkling|Chardonnay; Pinot Noir
United Kingdom|Southeast England|Hampshire|Regional|Sparkling|Chardonnay; Pinot Noir
United Kingdom|East England|Essex|Regional|White|Chardonnay; Bacchus
United Kingdom|Southwest England|Cornwall|Regional|Sparkling|Seyval Blanc; Chardonnay
United Kingdom|National|English Sparkling Wine|PDO|Sparkling|Chardonnay; Pinot Noir; Meunier
United Kingdom|National|English Bacchus|PDO|White|Bacchus
United Kingdom|Wales|Welsh Wine|PDO|White|Solaris; Bacchus
Belgium|Flanders|Hageland|PDO|White|Müller-Thurgau; Pinot Gris
Belgium|Flanders|Haspengouw|PDO|White|Chardonnay; Pinot Gris
Belgium|Flanders|Heuvelland|PDO|White|Müller-Thurgau
Belgium|Wallonia|Côtes de Sambre et Meuse|PDO|White|Chardonnay; Pinot Gris
Belgium|Wallonia|Crémant de Wallonie|PDO|Sparkling|Chardonnay; Pinot Noir
Netherlands|Limburg|Limburg|PGI|White|Auxerrois; Riesling
Netherlands|Gelderland|Betuwe|PGI|White|Solaris; Johanniter
Denmark|Zealand|Danish Wine|PGI|White|Solaris; Rondo
Sweden|Skåne|Skåne|Regional|White|Solaris; Rondo
Norway|Vestfold|Norwegian Wine|Regional|White|Solaris
Ireland|Cork|Irish Wine|Regional|White|Rondo; Solaris
Cyprus|Limassol|Commandaria|PDO|Sweet White|Xynisteri; Mavro
Cyprus|Limassol|Krasochoria Lemesou|PDO|Red|Mavro; Maratheftiko
Cyprus|Limassol|Pitsilia|PDO|White|Xynisteri
Cyprus|Paphos|Vouni Panagias-Ampelitis|PDO|Red|Maratheftiko
